geom,temp_mes
POINT (-60.947421209317284 163.94199262074426),-24.2
POINT (-60.39082375535091 163.94199262074426),-24.3
POINT (-59.83422630138455 163.94199262074426),-24.4
POINT (-59.27762884741818 163.94199262074426),-24.6
POINT (-58.72103139345182 163.94199262074426),-24.7
POINT (-58.164433939485455 163.94199262074426),-24.8
POINT (-57.60783648551907 163.94199262074426),-24.7
POINT (-57.051239031552704 163.94199262074426),-24.7
POINT (-56.49464157758634 163.94199262074426),-24.7
POINT (-55.938044123619974 163.94199262074426),-24.5
POINT (-55.38144666965361 163.94199262074426),-24.6
POINT (-54.82484921568724 163.94199262074426),-24.7
POINT (-54.26825176172086 163.94199262074426),-24.8
POINT (-53.7116543077545 163.94199262074426),-24.8
POINT (-53.15505685378814 163.94199262074426),-24.9
POINT (-52.59845939982176 163.94199262074426),-24.7
POINT (-52.04186194585541 163.94199262074426),-24.7
POINT (-51.485264491889026 163.94199262074426),-24.7
POINT (-50.92866703792266 163.94199262074426),-24.8
POINT (-50.37206958395629 163.94199262074426),-24.9
POINT (-49.815472129989935 163.94199262074426),-24.7
POINT (-49.25887467602355 163.94199262074426),-24.7
POINT (-48.70227722205719 163.94199262074426),-24.9
POINT (-48.14567976809082 163.94199262074426),-24.7
POINT (-47.589082314124454 163.94199262074426),-24.9
POINT (-47.032484860158085 163.94199262074426),-25.2
POINT (-46.47588740619172 163.94199262074426),-25.8
POINT (-45.91928995222534 163.94199262074426),-26.1
POINT (-45.36269249825898 163.94199262074426),-26.3
POINT (-44.80609504429262 163.94199262074426),-26.4
POINT (-44.24949759032624 163.94199262074426),-26.5
POINT (-43.692900136359874 163.94199262074426),-26.2
POINT (-43.13630268239351 163.94199262074426),-26.0
POINT (-42.57970522842714 163.94199262074426),-25.7
POINT (-42.023107774460776 163.94199262074426),-25.6
POINT (-41.46651032049441 163.94199262074426),-25.3
POINT (-40.90991286652804 163.94199262074426),-25.0
POINT (-40.35331541256168 163.94199262074426),-24.8
POINT (-39.7967179585953 163.94199262074426),-24.6
POINT (-39.24012050462894 163.94199262074426),-24.2
POINT (-38.68352305066257 163.94199262074426),-23.8
POINT (-38.1269255966962 163.94199262074426),-23.7
POINT (-37.570328142729835 163.94199262074426),-23.2
POINT (-37.01373068876347 163.94199262074426),-22.9
POINT (-36.4571332347971 163.94199262074426),-23.3
POINT (-35.90053578083073 163.94199262074426),-22.7
POINT (-35.34393832686437 163.94199262074426),-22.3
POINT (-34.787340872897985 163.94199262074426),-22.2
POINT (-34.23074341893163 163.94199262074426),-21.8
POINT (-33.67414596496526 163.94199262074426),-21.8
POINT (-33.117548510998894 163.94199262074426),-21.7
POINT (-32.56095105703252 163.94199262074426),-21.6
POINT (-32.00435360306615 163.94199262074426),-21.4
POINT (-31.447756149099785 163.94199262074426),-21.2
POINT (-30.89115869513342 163.94199262074426),-21.2
POINT (-30.334561241167044 163.94199262074426),-21.0
POINT (-29.777963787200683 163.94199262074426),-20.9
POINT (-29.221366333234318 163.94199262074426),-20.7
POINT (-28.664768879267942 163.94199262074426),-20.5
POINT (-28.108171425301578 163.94199262074426),-20.5
POINT (-27.551573971335216 163.94199262074426),-20.4
POINT (-26.99497651736884 163.94199262074426),-20.3
POINT (-26.438379063402476 163.94199262074426),-20.0
POINT (-25.881781609436107 163.94199262074426),-20.0
POINT (-25.32518415546974 163.94199262074426),-19.8
POINT (-24.76858670150337 163.94199262074426),-19.9
POINT (-24.211989247537 163.94199262074426),-20.2
POINT (-23.655391793570633 163.94199262074426),-19.7
POINT (-23.098794339604268 163.94199262074426),-19.6
POINT (-22.5421968856379 163.94199262074426),-19.6
POINT (-21.98559943167153 163.94199262074426),-19.6
POINT (-21.429001977705163 163.94199262074426),-19.6
POINT (-20.872404523738798 163.94199262074426),-19.5
POINT (-20.31580706977243 163.94199262074426),-19.5
POINT (-19.759209615806057 163.94199262074426),-19.6
POINT (-19.202612161839696 163.94199262074426),-19.7
POINT (-18.646014707873327 163.94199262074426),-19.7
POINT (-18.089417253906955 163.94199262074426),-19.7
POINT (-17.532819799940587 163.94199262074426),-19.8
POINT (-16.97622234597422 163.94199262074426),-19.8
POINT (-16.419624892007853 163.94199262074426),-20.3
POINT (-15.863027438041485 163.94199262074426),-20.3
POINT (-15.306429984075116 163.94199262074426),-20.3
POINT (-14.74983253010875 163.94199262074426),-20.2
POINT (-14.193235076142381 163.94199262074426),-20.2
POINT (-13.636637622176012 163.94199262074426),-20.2
POINT (60.947421209317284 163.94199262074426),-15.7
POINT (62.06061611725002 163.94199262074426),-15.7
POINT (62.61721357121638 163.94199262074426),-15.7
POINT (63.17381102518276 163.94199262074426),-15.7
POINT (63.73040847914911 163.94199262074426),-15.6
POINT (64.2870059331155 163.94199262074426),-15.7
POINT (64.84360338708186 163.94199262074426),-15.7
POINT (67.6265906569137 163.94199262074426),-15.7
POINT (68.18318811088008 163.94199262074426),-15.7
POINT (68.73978556484644 163.94199262074426),-15.7
POINT (71.52277283467826 163.94199262074426),-15.7
POINT (72.07937028864464 163.94199262074426),-15.8
POINT (72.635967742611 163.94199262074426),-15.8
POINT (100.4658404409294 163.94199262074426),-19.9
POINT (101.02243789489576 163.94199262074426),-20.0
POINT (101.57903534886213 163.94199262074426),-20.1
POINT (104.91862007266035 163.94199262074426),-20.4
POINT (105.47521752662671 163.94199262074426),-20.4
POINT (106.0318149805931 163.94199262074426),-20.4
POINT (106.58841243455946 163.94199262074426),-20.4
POINT (107.14500988852582 163.94199262074426),-20.5
POINT (-106.58841243455946 160.38305760750478),-25.5
POINT (-106.0318149805931 160.38305760750478),-25.5
POINT (-105.47521752662671 160.38305760750478),-24.8
POINT (-104.91862007266035 160.38305760750478),-24.7
POINT (-104.362022618694 160.38305760750478),-24.6
POINT (-103.80542516472764 160.38305760750478),-24.7
POINT (-103.24882771076123 160.38305760750478),-29.3
POINT (-102.69223025679487 160.38305760750478),-29.8
POINT (-102.1356328028285 160.38305760750478),-24.3
POINT (-101.57903534886213 160.38305760750478),-24.6
POINT (-101.02243789489576 160.38305760750478),-26.6
POINT (-99.35264553299668 160.38305760750478),-26.4
POINT (-98.7960480790303 160.38305760750478),-25.1
POINT (-98.23945062506394 160.38305760750478),-25.5
POINT (-97.68285317109758 160.38305760750478),-25.7
POINT (-97.1262557171312 160.38305760750478),-25.6
POINT (-96.56965826316483 160.38305760750478),-25.8
POINT (-96.01306080919846 160.38305760750478),-26.7
POINT (-95.45646335523209 160.38305760750478),-25.9
POINT (-94.89986590126573 160.38305760750478),-25.7
POINT (-94.34326844729935 160.38305760750478),-25.6
POINT (-93.78667099333298 160.38305760750478),-25.6
POINT (-93.23007353936664 160.38305760750478),-25.7
POINT (-92.67347608540025 160.38305760750478),-25.6
POINT (-92.11687863143388 160.38305760750478),-22.9
POINT (-91.56028117746753 160.38305760750478),-22.9
POINT (-91.00368372350115 160.38305760750478),-22.7
POINT (-90.44708626953478 160.38305760750478),-25.7
POINT (-89.89048881556842 160.38305760750478),-22.9
POINT (-89.33389136160206 160.38305760750478),-22.8
POINT (-88.77729390763568 160.38305760750478),-22.8
POINT (-88.2206964536693 160.38305760750478),-22.7
POINT (-87.66409899970294 160.38305760750478),-22.6
POINT (-87.10750154573657 160.38305760750478),-22.6
POINT (-86.5509040917702 160.38305760750478),-22.5
POINT (-85.99430663780383 160.38305760750478),-25.4
POINT (-85.43770918383746 160.38305760750478),-25.5
POINT (-84.8811117298711 160.38305760750478),-25.3
POINT (-84.32451427590473 160.38305760750478),-25.9
POINT (-83.76791682193837 160.38305760750478),-25.2
POINT (-83.21131936797201 160.38305760750478),-25.7
POINT (-82.65472191400563 160.38305760750478),-26.0
POINT (-82.09812446003926 160.38305760750478),-26.5
POINT (-81.5415270060729 160.38305760750478),-26.1
POINT (-80.98492955210652 160.38305760750478),-25.9
POINT (-80.42833209814016 160.38305760750478),-25.6
POINT (-79.87173464417378 160.38305760750478),-24.9
POINT (-79.31513719020742 160.38305760750478),-22.3
POINT (-78.75853973624106 160.38305760750478),-24.4
POINT (-78.20194228227469 160.38305760750478),-24.8
POINT (-77.64534482830832 160.38305760750478),-24.3
POINT (-77.08874737434196 160.38305760750478),-24.1
POINT (-76.53214992037559 160.38305760750478),-22.3
POINT (-75.9755524664092 160.38305760750478),-22.1
POINT (-75.41895501244285 160.38305760750478),-22.7
POINT (-74.86235755847649 160.38305760750478),-21.6
POINT (-74.30576010451011 160.38305760750478),-21.7
POINT (-73.74916265054375 160.38305760750478),-21.9
POINT (-73.19256519657738 160.38305760750478),-22.1
POINT (-72.635967742611 160.38305760750478),-22.4
POINT (-72.07937028864464 160.38305760750478),-22.0
POINT (-71.52277283467826 160.38305760750478),-22.3
POINT (-70.9661753807119 160.38305760750478),-22.6
POINT (-70.40957792674553 160.38305760750478),-22.2
POINT (-69.85298047277918 160.38305760750478),-22.3
POINT (-69.29638301881279 160.38305760750478),-22.7
POINT (-68.73978556484644 160.38305760750478),-22.9
POINT (-68.18318811088008 160.38305760750478),-22.6
POINT (-67.6265906569137 160.38305760750478),-22.6
POINT (-67.06999320294732 160.38305760750478),-22.3
POINT (-66.51339574898097 160.38305760750478),-22.4
POINT (-65.9567982950146 160.38305760750478),-22.8
POINT (-65.40020084104823 160.38305760750478),-23.6
POINT (-64.84360338708186 160.38305760750478),-23.7
POINT (-64.2870059331155 160.38305760750478),-24.0
POINT (-63.73040847914911 160.38305760750478),-24.3
POINT (-63.17381102518276 160.38305760750478),-24.5
POINT (-62.61721357121638 160.38305760750478),-24.5
POINT (-62.06061611725002 160.38305760750478),-24.6
POINT (-61.50401866328366 160.38305760750478),-24.6
POINT (-60.947421209317284 160.38305760750478),-24.5
POINT (-60.39082375535091 160.38305760750478),-24.6
POINT (-59.83422630138455 160.38305760750478),-24.7
POINT (-59.27762884741818 160.38305760750478),-24.9
POINT (-58.72103139345182 160.38305760750478),-25.0
POINT (-58.164433939485455 160.38305760750478),-25.1
POINT (-57.60783648551907 160.38305760750478),-25.2
POINT (-57.051239031552704 160.38305760750478),-25.2
POINT (-56.49464157758634 160.38305760750478),-25.4
POINT (-55.938044123619974 160.38305760750478),-25.6
POINT (-55.38144666965361 160.38305760750478),-25.7
POINT (-54.82484921568724 160.38305760750478),-25.9
POINT (-54.26825176172086 160.38305760750478),-25.9
POINT (-53.7116543077545 160.38305760750478),-25.9
POINT (-53.15505685378814 160.38305760750478),-25.9
POINT (-52.59845939982176 160.38305760750478),-26.0
POINT (-52.04186194585541 160.38305760750478),-26.0
POINT (-51.485264491889026 160.38305760750478),-25.9
POINT (-50.92866703792266 160.38305760750478),-25.9
POINT (-50.37206958395629 160.38305760750478),-25.8
POINT (-49.815472129989935 160.38305760750478),-25.9
POINT (-49.25887467602355 160.38305760750478),-25.9
POINT (-48.70227722205719 160.38305760750478),-26.0
POINT (-48.14567976809082 160.38305760750478),-25.9
POINT (-47.589082314124454 160.38305760750478),-25.8
POINT (-47.032484860158085 160.38305760750478),-26.0
POINT (-46.47588740619172 160.38305760750478),-26.0
POINT (-45.91928995222534 160.38305760750478),-26.5
POINT (-45.36269249825898 160.38305760750478),-26.8
POINT (-44.80609504429262 160.38305760750478),-26.6
POINT (-44.24949759032624 160.38305760750478),-26.6
POINT (-43.692900136359874 160.38305760750478),-26.5
POINT (-43.13630268239351 160.38305760750478),-26.3
POINT (-42.57970522842714 160.38305760750478),-26.1
POINT (-42.023107774460776 160.38305760750478),-25.9
POINT (-41.46651032049441 160.38305760750478),-25.7
POINT (-40.90991286652804 160.38305760750478),-25.4
POINT (-40.35331541256168 160.38305760750478),-25.1
POINT (-39.7967179585953 160.38305760750478),-24.8
POINT (-39.24012050462894 160.38305760750478),-24.7
POINT (-38.68352305066257 160.38305760750478),-24.5
POINT (-38.1269255966962 160.38305760750478),-24.5
POINT (-37.570328142729835 160.38305760750478),-24.4
POINT (-37.01373068876347 160.38305760750478),-24.2
POINT (-36.4571332347971 160.38305760750478),-23.9
POINT (-35.90053578083073 160.38305760750478),-23.7
POINT (-35.34393832686437 160.38305760750478),-23.2
POINT (-34.787340872897985 160.38305760750478),-23.0
POINT (-34.23074341893163 160.38305760750478),-22.6
POINT (-33.67414596496526 160.38305760750478),-22.3
POINT (-33.117548510998894 160.38305760750478),-21.8
POINT (-32.56095105703252 160.38305760750478),-21.5
POINT (-32.00435360306615 160.38305760750478),-21.4
POINT (-31.447756149099785 160.38305760750478),-21.2
POINT (-30.89115869513342 160.38305760750478),-20.8
POINT (-30.334561241167044 160.38305760750478),-20.4
POINT (-29.777963787200683 160.38305760750478),-20.3
POINT (-29.221366333234318 160.38305760750478),-20.2
POINT (-28.664768879267942 160.38305760750478),-19.9
POINT (-28.108171425301578 160.38305760750478),-19.9
POINT (-27.551573971335216 160.38305760750478),-19.6
POINT (-26.99497651736884 160.38305760750478),-19.7
POINT (-26.438379063402476 160.38305760750478),-19.4
POINT (-25.881781609436107 160.38305760750478),-19.6
POINT (-25.32518415546974 160.38305760750478),-20.0
POINT (-24.76858670150337 160.38305760750478),-19.9
POINT (-24.211989247537 160.38305760750478),-19.8
POINT (-23.655391793570633 160.38305760750478),-19.6
POINT (-23.098794339604268 160.38305760750478),-19.2
POINT (-22.5421968856379 160.38305760750478),-19.6
POINT (-21.98559943167153 160.38305760750478),-19.5
POINT (-21.429001977705163 160.38305760750478),-19.7
POINT (-20.872404523738798 160.38305760750478),-19.4
POINT (-20.31580706977243 160.38305760750478),-19.0
POINT (-19.759209615806057 160.38305760750478),-19.0
POINT (-19.202612161839696 160.38305760750478),-19.7
POINT (-18.646014707873327 160.38305760750478),-19.6
POINT (-18.089417253906955 160.38305760750478),-19.6
POINT (-17.532819799940587 160.38305760750478),-19.4
POINT (-16.97622234597422 160.38305760750478),-19.5
POINT (-16.419624892007853 160.38305760750478),-19.6
POINT (50.37206958395629 160.38305760750478),-14.9
POINT (50.92866703792266 160.38305760750478),-14.9
POINT (51.485264491889026 160.38305760750478),-14.9
POINT (52.04186194585541 160.38305760750478),-15.0
POINT (52.59845939982176 160.38305760750478),-15.0
POINT (53.15505685378814 160.38305760750478),-15.1
POINT (53.7116543077545 160.38305760750478),-15.1
POINT (54.26825176172086 160.38305760750478),-15.1
POINT (54.82484921568724 160.38305760750478),-15.2
POINT (55.38144666965361 160.38305760750478),-15.2
POINT (55.938044123619974 160.38305760750478),-15.2
POINT (56.49464157758634 160.38305760750478),-15.3
POINT (57.051239031552704 160.38305760750478),-15.4
POINT (57.60783648551907 160.38305760750478),-15.4
POINT (60.39082375535091 160.38305760750478),-15.6
POINT (60.947421209317284 160.38305760750478),-15.5
POINT (61.50401866328366 160.38305760750478),-15.5
POINT (62.06061611725002 160.38305760750478),-15.5
POINT (62.61721357121638 160.38305760750478),-15.4
POINT (63.17381102518276 160.38305760750478),-15.6
POINT (63.73040847914911 160.38305760750478),-15.5
POINT (64.2870059331155 160.38305760750478),-15.4
POINT (64.84360338708186 160.38305760750478),-15.5
POINT (65.40020084104823 160.38305760750478),-15.6
POINT (65.9567982950146 160.38305760750478),-15.7
POINT (66.51339574898097 160.38305760750478),-15.6
POINT (67.06999320294732 160.38305760750478),-15.5
POINT (67.6265906569137 160.38305760750478),-15.5
POINT (68.18318811088008 160.38305760750478),-15.5
POINT (68.73978556484644 160.38305760750478),-15.6
POINT (69.29638301881279 160.38305760750478),-15.6
POINT (69.85298047277918 160.38305760750478),-15.6
POINT (70.40957792674553 160.38305760750478),-15.6
POINT (70.9661753807119 160.38305760750478),-15.6
POINT (71.52277283467826 160.38305760750478),-15.6
POINT (72.07937028864464 160.38305760750478),-15.6
POINT (72.635967742611 160.38305760750478),-15.6
POINT (88.2206964536693 160.38305760750478),-17.8
POINT (88.77729390763568 160.38305760750478),-17.9
POINT (89.33389136160206 160.38305760750478),-18.0
POINT (103.24882771076123 160.38305760750478),-20.0
POINT (103.80542516472764 160.38305760750478),-20.2
POINT (104.362022618694 160.38305760750478),-20.2
POINT (104.91862007266035 160.38305760750478),-20.2
POINT (105.47521752662671 160.38305760750478),-20.3
POINT (106.0318149805931 160.38305760750478),-20.2
POINT (106.58841243455946 160.38305760750478),-20.2
POINT (107.14500988852582 160.38305760750478),-20.2
POINT (107.70160734249218 160.38305760750478),-20.2
POINT (108.25820479645854 160.38305760750478),-20.3
POINT (108.81480225042492 160.38305760750478),-20.3
POINT (-111.0411920662904 157.00993742728733),-25.7
POINT (-110.48459461232405 157.00993742728733),-25.7
POINT (-107.14500988852582 157.00993742728733),-25.9
POINT (-106.58841243455946 157.00993742728733),-26.0
POINT (-106.0318149805931 157.00993742728733),-26.1
POINT (-105.47521752662671 157.00993742728733),-25.2
POINT (-104.91862007266035 157.00993742728733),-25.0
POINT (-104.362022618694 157.00993742728733),-25.1
POINT (-103.80542516472764 157.00993742728733),-25.0
